,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1592,Turbulence (feat. Lil Jon),4Ya69z1E9uc418uInyWs9E,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.945,2.0,-1.728,1.0,0.082,0.00629,0.263,0.117,0.287,130.018,228010.0
1593,Under Control (feat. Hurts),4J7CKHCF3mdL4diUsmW8lq,5U2MYFAcQ3yT7XbHYgGPmb,0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,184280.0
1594,Wizard - Radio Edit,10zw3p9S7nJWNnqy3QYNnI,5U2MYFAcQ3yT7XbHYgGPmb,0.565,0.916,7.0,-4.715,0.0,0.052,0.00439,0.488,0.618,0.0795,127.844,202400.0
1595,Live for the Night,457p7UH7hoHrbA2iI4PSCA,5U2MYFAcQ3yT7XbHYgGPmb,0.499,0.843,6.0,-2.224,1.0,0.113,0.0138,0.0,0.124,0.533,127.932,206480.0
1596,Mammoth - Radio Edit,4EdQIdLEwzeBxdQyUDp8OX,5U2MYFAcQ3yT7XbHYgGPmb,0.57,0.871,11.0,-5.938,0.0,0.472,0.00208,0.106,0.398,0.475,128.038,160258.0
1597,City Of Dreams - Radio Edit,6i7tbafO9vwJ933kTzn9mg,5U2MYFAcQ3yT7XbHYgGPmb,0.476,0.825,4.0,-5.059,1.0,0.0361,0.00273,0.00765,0.349,0.157,127.976,226947.0
1598,Apollo (feat. Amba Shepherd) - Radio Edit,1PFPEVzoRGMFZ8IM5iVM9e,5U2MYFAcQ3yT7XbHYgGPmb,0.56,0.742,9.0,-6.122,1.0,0.0666,0.015,0.0134,0.639,0.275,128.06,209766.0
1599,If I Lose Myself - Alesso vs OneRepublic,3ScJy88F8KqGDfWu8XJhHx,5U2MYFAcQ3yT7XbHYgGPmb,0.519,0.754,2.0,-5.689,1.0,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187.0
1600,Alive - (Hardwell Remix)[Radio Edit],1eQYeThJKjpeMBfMJ5xz2y,5U2MYFAcQ3yT7XbHYgGPmb,0.621,0.816,6.0,-4.81,0.0,0.0517,0.01,0.00134,0.467,0.304,127.933,207413.0
1601,Call Me A Spaceman - Radio Edit,1UPyhGntpIx9jGJ5UVtKVS,5U2MYFAcQ3yT7XbHYgGPmb,0.581,0.877,3.0,-3.595,0.0,0.0486,0.0172,0.0,0.248,0.35,127.952,189375.0
1602,Something Better,6Fs6Moy0293TJPJ5SeyC5N,5U2MYFAcQ3yT7XbHYgGPmb,0.558,0.844,2.0,-2.585,1.0,0.0629,0.0652,0.0,0.21,0.458,126.035,212619.0
1603,I Want You To Know,1JDIArrcepzWDTAWXdGYmP,5U2MYFAcQ3yT7XbHYgGPmb,0.58,0.846,9.0,-2.876,0.0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000.0
1604,The Universe - Radio Edit,2uZElNH5HVuRQbWQCkLi8G,5U2MYFAcQ3yT7XbHYgGPmb,0.514,0.884,6.0,-1.873,1.0,0.05,0.12,0.0,0.389,0.469,127.916,186562.0
1605,Better Half Of Me,6nr8BujOEUykwgaXi0LDFy,5U2MYFAcQ3yT7XbHYgGPmb,0.539,0.846,7.0,-5.975,1.0,0.0736,0.0781,0.0,0.093,0.152,134.07,188172.0
1606,Hangover - Hardwell Remix Radio Edit,63fyL7QZ1vhGZzZ9G56rcp,5U2MYFAcQ3yT7XbHYgGPmb,0.587,0.837,0.0,-3.847,0.0,0.0434,0.0122,0.0,0.351,0.326,127.96,190160.0
1607,Hold You - Radio Edit,4rzi8hVfNGaU354WlDkX1E,5U2MYFAcQ3yT7XbHYgGPmb,0.704,0.738,1.0,-4.963,0.0,0.0358,0.0212,0.359,0.0667,0.909,128.007,187500.0
1608,The Hum - Short Edit,11W6u10X3i7DJVrgCOMr1g,5U2MYFAcQ3yT7XbHYgGPmb,0.729,0.947,11.0,-3.103,0.0,0.0458,0.211,0.822,0.367,0.209,130.005,211000.0
1609,The Riddle - Radio Edit,1njoa684U8CrGS94Dpl1kc,5U2MYFAcQ3yT7XbHYgGPmb,0.697,0.784,4.0,-5.218,1.0,0.0476,0.298,5e-06,0.0998,0.249,126.97,161133.0
1610,Wait - Radio Mix,6Ge7ticmtYuZU5Hr2vxno8,5U2MYFAcQ3yT7XbHYgGPmb,0.497,0.833,3.0,-6.741,1.0,0.126,0.0251,0.0,0.144,0.355,128.01,189751.0
1611,Insomnia,6OayG4DsR0qqB5HRaYbIL0,5U2MYFAcQ3yT7XbHYgGPmb,0.616,0.852,6.0,-1.598,1.0,0.0903,0.161,0.0,0.142,0.534,128.018,214230.0
1612,Mad World - Radio Edit,6ICtjZyqSTXxAMIu9QN63h,5U2MYFAcQ3yT7XbHYgGPmb,0.472,0.876,5.0,-3.238,1.0,0.0348,0.00625,2.85e-06,0.244,0.253,128.12,210703.0
1613,Rush - Sam Feldt Radio Edit,4yuDod7mIJ2k3e7oAbmsii,5U2MYFAcQ3yT7XbHYgGPmb,0.707,0.805,1.0,-6.576,1.0,0.0463,0.00305,0.209,0.0893,0.321,125.007,180480.0
1614,Landmines,3KY1mFxjBqfRJoKjOgsTAq,5U2MYFAcQ3yT7XbHYgGPmb,0.48,0.853,8.0,-3.508,1.0,0.0753,0.0266,0.0,0.118,0.311,127.94,196875.0
1615,Best Day Of My Life - Gazzo Remix,1eiXLANaZCSKIfDmwTorg5,5U2MYFAcQ3yT7XbHYgGPmb,0.632,0.966,11.0,-1.562,0.0,0.0812,0.0121,0.000935,0.253,0.435,124.999,197760.0
1616,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,5U2MYFAcQ3yT7XbHYgGPmb,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640.0
1617,Lighthouse - Radio Edit,6yrVTqwC3RsF8efGsBQ4Fm,5U2MYFAcQ3yT7XbHYgGPmb,0.604,0.704,11.0,-5.807,1.0,0.0634,0.0206,0.0,0.341,0.329,128.053,186613.0
1618,Tonight - Radio Edit,7dlSpQ0u3P8gf4GO4J5z9d,5U2MYFAcQ3yT7XbHYgGPmb,0.851,0.88,1.0,-3.575,0.0,0.13,0.0266,0.000322,0.331,0.681,127.986,200000.0
1619,Happy Home - Broiler Remix,0fWanbwwc3rPswxcZgxA1Y,5U2MYFAcQ3yT7XbHYgGPmb,0.647,0.662,6.0,-7.056,1.0,0.0438,0.0691,0.0,0.375,0.557,128.088,212334.0
1620,This Summer - Maroon 5 vs. Alesso,1r36CeHucX7V6tuK78Iw3Q,5U2MYFAcQ3yT7XbHYgGPmb,0.359,0.91,4.0,-4.058,0.0,0.424,0.0563,0.0,0.857,0.343,122.141,191506.0
1621,Morphine,7aUQKqlFwXVxWgEiIfargD,5U2MYFAcQ3yT7XbHYgGPmb,0.538,0.833,1.0,-4.138,0.0,0.055,0.0654,0.00167,0.685,0.188,127.976,192000.0
1622,It's You - Broiler Remix,6AOHd0PzHGNo0tBh2olFx1,5U2MYFAcQ3yT7XbHYgGPmb,0.622,0.753,10.0,-6.609,1.0,0.0375,0.186,1.16e-06,0.0873,0.457,127.984,196911.0
1623,Feeling So Blue (feat. Dante Thomas) - Radio Edit,2fAGgVrkmeVEa3ZsWLUywn,5U2MYFAcQ3yT7XbHYgGPmb,0.56,0.907,1.0,-4.751,0.0,0.0347,0.00136,0.0,0.297,0.925,127.974,171760.0
1624,I'm On Fire,43igNXZ6iv1VRE7CUwM0Nb,5U2MYFAcQ3yT7XbHYgGPmb,0.561,0.897,8.0,-2.491,0.0,0.11,0.0665,0.00727,0.081,0.252,124.831,163521.0
1625,Home We'll Go (Take My Hand),1jMGBAamZucPmJYHmriGP5,5U2MYFAcQ3yT7XbHYgGPmb,0.605,0.903,7.0,-4.543,1.0,0.0637,0.188,0.00814,0.0989,0.55,120.041,307653.0
1626,Bang My Head (feat. Sia & Fetty Wap),53Y0kdCa1CZ9gRqEuknfwy,5U2MYFAcQ3yT7XbHYgGPmb,0.599,0.869,0.0,-3.697,1.0,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333.0
1627,Ah Yeah so What,3DzbGrPzPVmSbMlDYVCxWP,5U2MYFAcQ3yT7XbHYgGPmb,0.68,0.948,0.0,-3.92,1.0,0.143,0.0617,0.637,0.208,0.693,127.968,195000.0
1628,With You - Radio Edit,0OIYe3Ce0C4S1GROc05OzY,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.594,6.0,-7.245,0.0,0.0363,0.121,6.88e-05,0.131,0.346,128.033,225219.0
1629,All Night - Cash Cash Remix; Radio Edit,5Uo7AAr2d1CNZlaKgVUT3i,5U2MYFAcQ3yT7XbHYgGPmb,0.591,0.864,4.0,-2.04,1.0,0.155,0.0386,0.0,0.139,0.302,128.073,206250.0
1630,Last Man on Earth - Radio Edit,2JZmnJPnPBQ9wth6fUcdUt,5U2MYFAcQ3yT7XbHYgGPmb,0.713,0.806,2.0,-3.654,1.0,0.038,0.0391,0.0,0.362,0.38,126.033,191100.0
1631,Ebony Eyes (feat. A-Class & Sean Paul) - Original Edit,457u9JWT64JC93vlB2lTTe,5U2MYFAcQ3yT7XbHYgGPmb,0.693,0.921,1.0,-3.457,0.0,0.191,0.135,0.0,0.593,0.651,122.132,196613.0
1632,I Took A Pill In Ibiza - Seeb Remix,7vfWgVGiLgnGbInU5lvSQg,5U2MYFAcQ3yT7XbHYgGPmb,0.673,0.79,7.0,-4.663,0.0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,199227.0
1633,Sweet Lovin' - Radio Edit,0o8nQDcnBdJP6Eh5T1zGGu,5U2MYFAcQ3yT7XbHYgGPmb,0.685,0.909,10.0,-1.214,1.0,0.0584,0.0573,3.88e-06,0.33,0.675,124.963,203387.0
1634,Light It Up (feat. Nyla & Fuse ODG) - Remix,6lDo13SSgTv0WbyUQKgnjk,5U2MYFAcQ3yT7XbHYgGPmb,0.746,0.877,9.0,-3.782,0.0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138.0
1635,Feel Da Rush,7B7OdAjUTyMAmnaUmuneVW,5U2MYFAcQ3yT7XbHYgGPmb,0.766,0.809,2.0,-4.637,1.0,0.178,0.0214,0.0,0.0526,0.679,125.804,182187.0
1636,Intoxicated - Original Mix,4jTqb7wplofUpL2un79Voh,5U2MYFAcQ3yT7XbHYgGPmb,0.804,0.877,0.0,-3.722,1.0,0.0609,0.00178,0.141,0.334,0.635,124.992,257280.0
1637,Warriors - Sensation 15 Mix Edit,5vqf8ij8l3hM8U2aCfWVXJ,5U2MYFAcQ3yT7XbHYgGPmb,0.526,0.873,3.0,-6.202,1.0,0.101,0.0288,0.0,0.0912,0.281,127.956,211406.0
1638,The Only Way Is Up,5wsskBPgW3pw876uCa9JX4,5U2MYFAcQ3yT7XbHYgGPmb,0.613,0.739,1.0,-7.779,0.0,0.031,0.00322,0.856,0.0842,0.15,128.18,258440.0
1639,Waiting For - Radio Edit,6BYsKXDD03x3fY87gqK0cq,5U2MYFAcQ3yT7XbHYgGPmb,0.539,0.757,2.0,-3.424,1.0,0.0334,0.000426,0.0,0.105,0.622,128.027,195703.0
1640,Dying for You (feat. Alex Aris) - Radio Edit,59A6lBd9QmcD8rQTZPj1xD,5U2MYFAcQ3yT7XbHYgGPmb,0.686,0.582,10.0,-6.088,1.0,0.0371,0.489,8.09e-06,0.082,0.437,121.97,198971.0
1641,Heading Up High,7fDHYNpNfSJ7h0jDX440Y5,5U2MYFAcQ3yT7XbHYgGPmb,0.52,0.926,1.0,-4.774,0.0,0.0873,0.0034,0.00188,0.111,0.196,128.027,232853.0
1642,Be Right There,1Wuwsq0BK4Abd7gRitOhXl,5U2MYFAcQ3yT7XbHYgGPmb,0.695,0.797,7.0,-5.199,1.0,0.0548,0.00259,0.112,0.664,0.297,124.972,237051.0
1643,Dreams - Lost Kings Remix,12S9qoznDH1GkSGzJePUwa,5U2MYFAcQ3yT7XbHYgGPmb,0.623,0.89,7.0,-3.832,1.0,0.0377,0.281,0.0,0.118,0.665,127.978,206013.0
1644,Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,5U2MYFAcQ3yT7XbHYgGPmb,0.639,0.931,11.0,-1.73,1.0,0.0708,0.46,0.0,0.0942,0.471,126.084,207146.0
1645,The Right Song,68vezH3cT6dVOABipmGZ9R,5U2MYFAcQ3yT7XbHYgGPmb,0.546,0.894,8.0,-3.56,1.0,0.0898,0.459,0.000106,0.322,0.387,125.031,205440.0
1646,L'amour toujours (feat. Delaney Jane) - (Tiësto Edit) [Radio Edit],3Un6qQnI4xTcE3xePlBHlf,5U2MYFAcQ3yT7XbHYgGPmb,0.592,0.932,3.0,-2.852,1.0,0.0981,0.00768,0.000159,0.144,0.185,129.971,162453.0
1647,Find You,4e1V6XqJ0GbagtTaI6ytUS,5U2MYFAcQ3yT7XbHYgGPmb,0.532,0.792,3.0,-4.572,1.0,0.0394,0.027,1.72e-06,0.101,0.38,127.989,204223.0
1648,Bright Side,2S9iiSgw5def4P1ypAeS0R,5U2MYFAcQ3yT7XbHYgGPmb,0.543,0.681,6.0,-5.18,1.0,0.0414,0.0205,0.0,0.0957,0.448,114.904,203947.0
1649,Cinematic (feat. Denny White) - Radio Edit,5Cz9OSlx0QqH0U2GZy245C,5U2MYFAcQ3yT7XbHYgGPmb,0.684,0.707,3.0,-5.243,1.0,0.0372,0.122,0.0,0.0834,0.571,127.989,235590.0
1650,Roses,3vv9phIu6Y1vX3jcqaGz5Z,5U2MYFAcQ3yT7XbHYgGPmb,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739.0
1651,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",6dLLEE96JRnX1ngkL77yiA,5U2MYFAcQ3yT7XbHYgGPmb,0.704,0.784,7.0,-4.463,0.0,0.142,0.00283,0.0,0.419,0.656,100.083,186448.0
1652,Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,0LG0EMPSNX8S9Us8WvUYR0,5U2MYFAcQ3yT7XbHYgGPmb,0.714,0.89,6.0,-4.861,1.0,0.0426,0.0883,7.59e-05,0.162,0.775,125.005,157453.0
1653,Untouchable,05dL7chWJaVjMJnGO1YCKk,5U2MYFAcQ3yT7XbHYgGPmb,0.542,0.795,7.0,-3.131,1.0,0.0379,0.0664,2.89e-06,0.313,0.251,128.959,228837.0
1654,No Money,0gb1J5UrTpzaU1s3nupgCd,5U2MYFAcQ3yT7XbHYgGPmb,0.671,0.916,6.0,-4.014,0.0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127.0
1655,Peanut Butter Jelly,3aIhJDHxr1kgTSnutJxPTH,5U2MYFAcQ3yT7XbHYgGPmb,0.708,0.945,5.0,-3.247,0.0,0.234,0.00104,0.0803,0.227,0.545,127.96,203133.0
1656,Golden Light (feat. 6AM),3T8j0WDSw7G98rNLAe2M2X,5U2MYFAcQ3yT7XbHYgGPmb,0.706,0.897,8.0,-2.539,0.0,0.0349,0.012,1.01e-06,0.343,0.626,125.002,207291.0
1657,Make Me Feel Better - Don Diablo & CID Remix Radio Edit,38MWyfhEmRDAVDXvfEmVmW,5U2MYFAcQ3yT7XbHYgGPmb,0.585,0.954,8.0,-3.327,1.0,0.0394,0.0211,0.00273,0.243,0.413,125.994,202453.0
1658,Body Talk (feat. Julian Perretta) - Mammoth,7shtYs66tKIvij6mHjv3VX,5U2MYFAcQ3yT7XbHYgGPmb,0.561,0.922,7.0,-4.748,1.0,0.295,0.00263,1.87e-05,0.506,0.634,127.999,207103.0
1659,Goodbye Friend (feat. The Script),1snnV7r78AxvSwY91dzjcf,5U2MYFAcQ3yT7XbHYgGPmb,0.608,0.765,4.0,-4.277,1.0,0.0348,0.0162,0.000103,0.106,0.329,128.018,229253.0
1660,Are You with Me - Dimaro Remix,7f6U67ECLvuPHGJgFybQsr,5U2MYFAcQ3yT7XbHYgGPmb,0.773,0.842,5.0,-4.1,0.0,0.133,0.0052,0.0124,0.045,0.576,128.014,282733.0
1661,Up and Down - Radio Edit,0wS6UtB66OQw6inQdJFj7N,5U2MYFAcQ3yT7XbHYgGPmb,0.935,0.833,4.0,-4.868,0.0,0.0798,0.00291,0.0,0.101,0.939,128.023,198281.0
1662,Parachute - Radio Edit,5eaH3RdmqBfaSQl3NSBywF,5U2MYFAcQ3yT7XbHYgGPmb,0.611,0.78,5.0,-3.351,0.0,0.0369,0.0205,2.98e-05,0.319,0.587,127.989,202504.0
1663,Feel Like Dancing - Radio Edit,3GTYQ8vQvZyftnoAZ9S5RA,5U2MYFAcQ3yT7XbHYgGPmb,0.744,0.753,1.0,-4.677,1.0,0.0373,0.0637,0.000395,0.0924,0.914,127.01,156941.0
1664,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,5U2MYFAcQ3yT7XbHYgGPmb,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,222160.0
1665,Can't Feel My Face - Martin Garrix Remix,22SXyL6pUjwIvGWvgGjLov,5U2MYFAcQ3yT7XbHYgGPmb,0.608,0.722,9.0,-5.55,0.0,0.107,0.00791,2.84e-05,0.315,0.121,128.009,252933.0
1666,+ 1 - Radio Edit,0kSwVE1MYAaAFkTl6Kf8N9,5U2MYFAcQ3yT7XbHYgGPmb,0.767,0.808,11.0,-3.824,0.0,0.0367,0.113,0.0176,0.0992,0.717,124.942,193280.0
1667,Now That I've Found You (feat. John & Michel),7wZorJD5loL9ceLJ67sg6S,5U2MYFAcQ3yT7XbHYgGPmb,0.495,0.831,5.0,-5.812,0.0,0.0319,0.021,4.79e-05,0.495,0.414,128.064,192632.0
1668,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,6rK8YLvFotZ78rb9m6MeqE,5U2MYFAcQ3yT7XbHYgGPmb,0.575,0.89,2.0,-3.169,1.0,0.0416,0.034,3.23e-06,0.047,0.206,128.041,278174.0
1669,Five More Hours,6YwLgicpvVuMt1eE2OldwQ,5U2MYFAcQ3yT7XbHYgGPmb,0.699,0.883,5.0,-3.226,0.0,0.219,0.0288,0.0,0.817,0.499,127.961,211975.0
1670,How to Love (feat. Sofia Reyes),2VYiQ9ijG3NER2aevaxzDi,5U2MYFAcQ3yT7XbHYgGPmb,0.673,0.894,0.0,-2.73,1.0,0.0594,0.148,3.4e-06,0.141,0.63,118.894,219240.0
1671,Whatever,3UjATEpjZL4qRtZwKiyoA3,5U2MYFAcQ3yT7XbHYgGPmb,0.725,0.528,2.0,-5.493,1.0,0.0486,0.136,0.0,0.0737,0.58,128.045,171211.0
1672,Aftershock (feat. Jacquie),4ZfrNsBOo1cdl9rJMTZ2TN,5U2MYFAcQ3yT7XbHYgGPmb,0.544,0.811,8.0,-2.271,1.0,0.0515,0.052,0.0,0.121,0.188,129.011,206320.0
1673,All Right - Radio Edit,6drNLpew2QDiP8WBQGJgJ9,5U2MYFAcQ3yT7XbHYgGPmb,0.705,0.883,11.0,-4.118,0.0,0.0354,0.0688,0.237,0.0575,0.591,125.027,211200.0
1674,Lions in the Wild,6F1kPSgdnlSzZRfskE9vaV,5U2MYFAcQ3yT7XbHYgGPmb,0.504,0.847,7.0,-6.81,0.0,0.0442,0.00434,0.0,0.816,0.28,127.854,211890.0
1675,United We Dance - Radio Edit,1ZuE6xOcK90eKdQ0EVC9gv,5U2MYFAcQ3yT7XbHYgGPmb,0.591,0.645,10.0,-4.062,1.0,0.045,0.0395,0.00134,0.112,0.0627,125.983,202719.0
1676,Until You Were Gone,12MqM3S0fTvR6X4Jt1Xvn6,5U2MYFAcQ3yT7XbHYgGPmb,0.577,0.698,1.0,-4.773,1.0,0.0451,0.0541,0.0,0.131,0.324,128.061,215625.0
1677,Beam (feat. Angel Taylor) - Dannic Radio Mix,0JFwy18dRVuYtWM6GLe8Cp,5U2MYFAcQ3yT7XbHYgGPmb,0.414,0.828,1.0,-4.804,0.0,0.0497,0.00217,1.04e-05,0.302,0.387,127.93,168838.0
1678,Nova,1N6WVPLRCCAVPQH63HWuTH,5U2MYFAcQ3yT7XbHYgGPmb,0.86,0.537,4.0,-14.616,0.0,0.0772,0.015,0.818,0.0989,0.357,127.97,281313.0
1679,,4YhITuwINLCfXYB2WCXbCZ,5U2MYFAcQ3yT7XbHYgGPmb,0.597,0.544,1.0,-8.868,0.0,0.062,0.00192,0.0562,0.07,0.263,105.014,240006.0
1680,Beautiful Heartbeat - Avicii Remix,7yW4A3I7SnQI1uqrvOsIyL,5U2MYFAcQ3yT7XbHYgGPmb,0.506,0.751,5.0,-5.647,1.0,0.0583,0.0352,4.19e-05,0.111,0.202,129.968,314000.0
1681,Sing Me to Sleep,6UcTHiP25meOD9ox8Rspgx,5U2MYFAcQ3yT7XbHYgGPmb,0.491,0.607,4.0,-6.333,0.0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333.0
1682,Second Chance - Max Mylian vs. Dani Loco Remix Edit,4mnB8zZRRzOzsiZpqHTQzj,5U2MYFAcQ3yT7XbHYgGPmb,0.674,0.95,4.0,-2.811,0.0,0.0453,0.0457,3.56e-05,0.362,0.452,127.989,192625.0
1683,Second Chance - Original Radio,1BPk5zlgDV4IyBniPD5i2A,5U2MYFAcQ3yT7XbHYgGPmb,0.648,0.912,7.0,-3.864,1.0,0.0484,0.0212,5.9e-06,0.0804,0.398,127.987,203906.0
1684,So Much Love,13HEIb4DeOsMN8x8SxhzN8,5U2MYFAcQ3yT7XbHYgGPmb,0.653,0.934,7.0,-2.878,1.0,0.295,0.000973,0.000512,0.144,0.561,127.029,185669.0
1685,Drop That Low (When I Dip),4gMCKJJzpibteIRw3xZL2R,5U2MYFAcQ3yT7XbHYgGPmb,0.579,0.896,5.0,-4.132,0.0,0.373,0.00945,0.836,0.121,0.103,125.672,160000.0
1686,Kings & Queens - Video Edit,2fpkFkDTK5EHroJLH2n7fx,5U2MYFAcQ3yT7XbHYgGPmb,0.602,0.67,11.0,-4.889,1.0,0.046,0.0252,0.0,0.575,0.365,132.096,201805.0
1687,All The Way,0cJLYpRTqODzv9SiQukE4Z,5U2MYFAcQ3yT7XbHYgGPmb,0.558,0.847,1.0,-2.031,1.0,0.0699,0.0152,0.0,0.0402,0.593,128.015,179507.0
1688,Run Wild (feat. Jake Reese),1Hul4c3LQsbAhIFF45LrHT,5U2MYFAcQ3yT7XbHYgGPmb,0.486,0.906,4.0,-4.634,0.0,0.055,0.000767,0.000544,0.253,0.118,130.095,245538.0
1689,Fight Like Lovers,78lRonYAM2Iu0fmPCoCeyY,5U2MYFAcQ3yT7XbHYgGPmb,0.606,0.968,0.0,-2.371,0.0,0.0697,0.06,0.0,0.0879,0.469,130.025,184615.0
1690,Let You Go - Radio Edit,2tr8arQKmdmOhUELRjyT0d,5U2MYFAcQ3yT7XbHYgGPmb,0.603,0.881,5.0,-2.878,1.0,0.101,0.287,0.0,0.0971,0.266,125.965,218973.0
1691,Made For Us,0ef3f6JHP5T8Y0gfLmN7Zt,5U2MYFAcQ3yT7XbHYgGPmb,0.701,0.911,1.0,-3.986,0.0,0.141,0.0123,0.0,0.345,0.473,125.004,165484.0
1692,Need U,2KGxw2lIfnrxeMkanDRwEq,5U2MYFAcQ3yT7XbHYgGPmb,0.591,0.951,3.0,-4.322,0.0,0.0425,0.0135,0.0872,0.0684,0.568,125.016,188160.0
1693,Turn Around (Hey What's Wrong With You) - Calvo Remix,0bpQTh9R8jOJIpOF62XfDy,5U2MYFAcQ3yT7XbHYgGPmb,0.732,0.893,6.0,-4.37,0.0,0.227,0.0139,0.0011,0.328,0.645,125.019,170835.0
1694,Heaven On Earth (feat. Sherry St. Germain),4QYQkGiJO2ZB4i4N9oFpch,5U2MYFAcQ3yT7XbHYgGPmb,0.516,0.789,6.0,-4.84,1.0,0.102,0.0477,0.000374,0.195,0.452,127.883,228741.0
1695,Freak,3jrv6RJpXUvP8iyjbfll7v,5U2MYFAcQ3yT7XbHYgGPmb,0.679,0.867,11.0,-3.867,0.0,0.219,0.18,0.0,0.667,0.597,125.988,160476.0
1696,Turn Me On (Hold You) (feat. David Celine) - Radio Edit,4fa7OuiRrVvHIXuWVkLd23,5U2MYFAcQ3yT7XbHYgGPmb,0.66,0.855,1.0,-3.056,0.0,0.0463,0.000262,9.07e-06,0.152,0.421,110.024,211636.0
1697,Tell Me,5C3LuMxFHg6Tf2kg5fsi49,5U2MYFAcQ3yT7XbHYgGPmb,0.573,0.847,7.0,-4.903,0.0,0.0534,0.0346,0.0293,0.478,0.19,127.978,173906.0
1698,Way Back Home - Paris & Simo Remix,5seFx0PXDlOLHRVBZvKXXZ,5U2MYFAcQ3yT7XbHYgGPmb,0.506,0.652,11.0,-6.63,0.0,0.0451,0.0197,2.05e-06,0.112,0.194,127.93,337969.0
1699,What You Waiting For,0eLotEQ3dfuxBiDjMjweP8,5U2MYFAcQ3yT7XbHYgGPmb,0.627,0.912,11.0,-2.629,1.0,0.0786,0.0177,5.25e-06,0.433,0.603,130.046,231173.0
1700,Show Me Love - Calvo Remix,10lzkICMQ8PWvGMkUpuQhm,5U2MYFAcQ3yT7XbHYgGPmb,0.718,0.906,11.0,-4.684,0.0,0.109,0.0102,6.96e-06,0.0204,0.614,124.996,280383.0
1701,You - Evan Berg Remix Edit,4wxalzIz8Xl8gIYgQfxs4y,5U2MYFAcQ3yT7XbHYgGPmb,0.576,0.791,9.0,-3.376,1.0,0.0461,0.0298,0.000124,0.0786,0.286,90.05,220167.0
1702,Cold Water (feat. Justin Bieber & MØ),6DNtNfH8hXkqOX1sjqmI7p,5U2MYFAcQ3yT7XbHYgGPmb,0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352.0
1703,Back 2 U (feat. WALK THE MOON),5deDWZeDHWfYk9xaq9ynh4,5U2MYFAcQ3yT7XbHYgGPmb,0.635,0.875,10.0,-6.221,1.0,0.0512,0.021,7.94e-06,0.139,0.545,126.034,275977.0
1704,Where We Are,6mZdAcHHzZ3U4GPyApMNow,5U2MYFAcQ3yT7XbHYgGPmb,0.512,0.891,11.0,-3.084,0.0,0.0843,0.00974,0.0,0.155,0.298,127.956,243750.0
1705,Live The Night,4GwXdVLueKZ8YhYjZmWtYh,5U2MYFAcQ3yT7XbHYgGPmb,0.805,0.968,10.0,-3.909,1.0,0.227,0.00707,0.00091,0.368,0.211,127.984,133125.0
1706,Sun Goes Down (feat. MAGIC! & Sonny Wilson),1JI77eVbrOtdHOsLK4G1Mq,5U2MYFAcQ3yT7XbHYgGPmb,0.652,0.922,0.0,-3.267,1.0,0.068,0.01,0.0189,0.366,0.695,127.997,211867.0
1707,Eclipse - Radio Mix,5EzYLV3WnoAXU1mJLFlc22,5U2MYFAcQ3yT7XbHYgGPmb,0.489,0.825,1.0,-4.124,0.0,0.0841,0.0355,0.000164,0.285,0.146,128.003,195015.0
1708,Breathe - Dimitri Vangelis & Wyman Remix,3P4gOcROk0fb6hgq6qa3L2,5U2MYFAcQ3yT7XbHYgGPmb,0.518,0.682,7.0,-3.827,0.0,0.0725,0.0228,4.38e-06,0.095,0.159,128.027,198949.0
1709,Light It Up,02q1cjRIPyEgPJv337YSIR,5U2MYFAcQ3yT7XbHYgGPmb,0.644,0.915,1.0,-3.907,1.0,0.0397,0.0336,0.0148,0.0647,0.529,124.953,173680.0
1710,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,5U2MYFAcQ3yT7XbHYgGPmb,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,195707.0
